0x1c04e940:	0x02000102	0x00010100	0x00010101	0x01000101
0x1c04e950:	0x01010101	0x00010101	0x00000101	0x01010101
0x1c04e960:	0x02010101	0x01010001	0x01010101	0x01010102
0x1c04e970:	0x01010101	0x01010102	0x01010101	0x01010101
0x1c04e980:	0x01010201	0x01010101	0x01010202	0x01010301
0x1c04e990:	0x01010101	0x01010103	0x00010203	0x01020101
0x1c04e9a0:	0x03030201	0x02030103	0x02020303	0x03030102
0x1c04e9b0:	0x01020301	0x01030203	0x02010203	0x02010103
0x1c04e9c0:	0x02030303	0x02030103	0x02030203	0x02030303
0x1c04e9d0:	0x02020303	0x03020303	0x03030203	0x02020201
0x1c04e9e0:	0x03030203	0x03030302	0x03030303	0x03030203
0x1c04e9f0:	0x03030303	0x03030203	0x03030203	0x03030303
0x1c04ea00:	0x03030303	0x03030303	0x03030303	0x03030303
0x1c04ea10:	0x03030303	0x03030303	0x03030303	0x03030303
0x1c04ea20:	0x03030303	0x03030303	0x03030303	0x03030303
0x1c04ea30:	0x03030303	0x03030303	0x03030303	0x03030303
0x1c04ea40:	0x03040303	0x03030303	0x03030303	0x03030303
0x1c04ea50:	0x03030303	0x03040303	0x03030303	0x03030303
0x1c04ea60:	0x03030303	0x03040304	0x03030304	0x03030303
0x1c04ea70:	0x04040303	0x03030304	0x03030303	0x03030304
0x1c04ea80:	0x03040304	0x03030303	0x04050304	0x03030304
0x1c04ea90:	0x03030304	0x03030303	0x03030303	0x03040303
0x1c04eaa0:	0x03030303	0x04040304	0x03040303	0x03040303
0x1c04eab0:	0x03030404	0x04030304	0x03030403	0x03030303
0x1c04eac0:	0x03030303	0x03030303	0x03030304	0x03040304
0x1c04ead0:	0x03030303	0x04030303	0x03040304	0x04040303
0x1c04eae0:	0x03030303	0x03030304	0x03040304	0x03030403
0x1c04eaf0:	0x04030403	0x04030303	0x03040304	0x03030304
0x1c04eb00:	0x03040304	0x04030404	0x03030304	0x03040304
0x1c04eb10:	0x03040304	0x03040304	0x03030303	0x03030303
0x1c04eb20:	0x03040304	0x03030404	0x03040303	0x04040404
0x1c04eb30:	0x03040304	0x03040304	0x03030404	0x03050303
0x1c04e940:	0x06040606	0x03040504	0x04060603	0x04050305
0x1c04e950:	0x04060606	0x04040606	0x03040503	0x06060504
0x1c04e960:	0x06060606	0x06060505	0x05060506	0x05060606
0x1c04e970:	0x06060605	0x06060506	0x06060605	0x05060506
0x1c04e980:	0x05060606	0x06060507	0x06060606	0x06060606
0x1c04e990:	0x06060506	0x05060607	0x04050607	0x05060506
0x1c04e9a0:	0x07070606	0x06070607	0x06070707	0x07070606
0x1c04e9b0:	0x06070707	0x06070607	0x06060607	0x06060607
0x1c04e9c0:	0x06070707	0x06070607	0x06070607	0x06070707
0x1c04e9d0:	0x06060607	0x07060707	0x07070707	0x06070606
0x1c04e9e0:	0x07070607	0x07070706	0x07070707	0x07070607
0x1c04e9f0:	0x07070707	0x07070607	0x06070707	0x06070707
0x1c04ea00:	0x07070707	0x07070707	0x07070707	0x07070707
0x1c04ea10:	0x07070707	0x07070707	0x07070707	0x07070707
0x1c04ea20:	0x07070707	0x07070707	0x07070707	0x07070707
0x1c04ea30:	0x07070707	0x07070707	0x07070707	0x07070707
0x1c04ea40:	0x08080707	0x07070707	0x08080707	0x08080709
0x1c04ea50:	0x07070707	0x07090707	0x07070707	0x07080707
0x1c04ea60:	0x08070708	0x08090909	0x07070809	0x08080708
0x1c04ea70:	0x09080708	0x07080809	0x09080709	0x07080808
0x1c04ea80:	0x0a09090a	0x09090a09	0x0b0b090a	0x0909090a
0x1c04ea90:	0x09090909	0x09090909	0x09090909	0x090a0909
0x1c04eaa0:	0x09090909	0x0a0a090a	0x09090a09	0x0a0a0909
0x1c04eab0:	0x090a0b0a	0x0a0a090a	0x09090a09	0x09090909
0x1c04eac0:	0x0b0b0b0b	0x0b0b0b0b	0x0b0b0b0c	0x0b0b0b0c
0x1c04ead0:	0x0b0b0b0b	0x0b0b0b0b	0x0b0b0b0b	0x0c0b0b0b
0x1c04eae0:	0x0b0b0b0b	0x0b0b0b0b	0x0b0b0b0b	0x0b0b0c0b
0x1c04eaf0:	0x0b0b0c0b	0x0c0b0b0b	0x0b0b0b0c	0x0b0b0b0b
0x1c04eb00:	0x0c0c0c0c	0x0c0c0c0c	0x0c0c0c0c	0x0c0c0c0c
0x1c04eb10:	0x0c0c0c0c	0x0c0c0c0c	0x0c0c0c0c	0x0c0c0c0c
0x1c04eb20:	0x0c0c0c0c	0x0c0c0c0c	0x0c0c0c0c	0x0c0c0c0c
0x1c04eb30:	0x0c0c0c0c	0x0c0c0c0c	0x0c0c0c0c	0x0c0c0c0c
0x1c04e940:	0x0b090a0b	0x09090909	0x090b0b09	0x0a0a0b0a
0x1c04e950:	0x0a0b0b0b	0x0a090a0a	0x09090b09	0x0b0b0b0a
0x1c04e960:	0x0b0b0b0c	0x0b0b090a	0x0b0b0b0b	0x0a0b0b0b
0x1c04e970:	0x0b0b0c0b	0x0b0b0a0b	0x0b0c0b0b	0x0a0b0a0b
0x1c04e980:	0x0c0b0c0c	0x0c0c0b0c	0x0c0b0c0c	0x0c0c0c0c
0x1c04e990:	0x0c0c0c0c	0x0c0c0c0c	0x0b0b0c0c	0x0b0c0c0b
0x1c04e9a0:	0x0d0c0c0c	0x0c0c0c0c	0x0c0c0c0c	0x0c0d0c0c
0x1c04e9b0:	0x0c0c0c0c	0x0c0c0c0c	0x0c0c0c0d	0x0c0c0c0c
0x1c04e9c0:	0x0d0d0c0d	0x0c0d0c0e	0x0e0e0d0e	0x0e0d0e0d
0x1c04e9d0:	0x0e0e0d0f	0x0e0e0d0e	0x0e0e0e0e	0x0d0c0c0d
0x1c04e9e0:	0x0e0e0d0f	0x0f0e0e0c	0x0e0f0f0e	0x0f0d0c0d
0x1c04e9f0:	0x0e0e0e0e	0x0e0e0c0e	0x0e0e0e0e	0x0d0d0e0e
0x1c04ea00:	0x10101010	0x10101010	0x100f1010	0x100f1010
0x1c04ea10:	0x0f101010	0x0f100f10	0x100f100f	0x0f101010
0x1c04ea20:	0x0f0f100f	0x0f10100f	0x0f0f0f0f	0x0f0f0f10
0x1c04ea30:	0x0f0f0f10	0x0f0f0f10	0x100f100f	0x0f0f0f0f
0x1c04ea40:	0x10101010	0x10101010	0x10101010	0x10101010
0x1c04ea50:	0x10101010	0x10111010	0x10101010	0x10101010
0x1c04ea60:	0x10101010	0x10111011	0x10101011	0x10101010
0x1c04ea70:	0x10101010	0x10101010	0x10101010	0x10101010
0x1c04ea80:	0x12111111	0x11111111	0x11121112	0x11111111
0x1c04ea90:	0x11111111	0x11111111	0x11111111	0x11111111
0x1c04eaa0:	0x11111111	0x11111111	0x11111111	0x11111111
0x1c04eab0:	0x11111211	0x11111111	0x11111111	0x11111011
0x1c04eac0:	0x13131313	0x12131313	0x13131313	0x13121313
0x1c04ead0:	0x13131213	0x13131313	0x13131113	0x13131112
0x1c04eae0:	0x13121212	0x11121113	0x13131213	0x12111313
0x1c04eaf0:	0x12121312	0x12131211	0x13131213	0x12111212
0x1c04eb00:	0x13131313	0x13131313	0x13131314	0x13131313
0x1c04eb10:	0x13131313	0x13131313	0x13131313	0x13131313
0x1c04eb20:	0x13131313	0x13131313	0x13131313	0x13131313
0x1c04eb30:	0x13131313	0x13131313	0x13131313	0x13131313
0x1c04e940:	0x13111313	0x11111111	0x11131311	0x12111112
0x1c04e950:	0x12131113	0x11111112	0x11111111	0x13131112
0x1c04e960:	0x13131113	0x12131111	0x11131211	0x11121313
0x1c04e970:	0x12131311	0x12111212	0x13131111	0x11131113
0x1c04e980:	0x13131313	0x13131313	0x13131313	0x13131313
0x1c04e990:	0x13131313	0x13131313	0x11131313	0x13131313
0x1c04e9a0:	0x13131313	0x13131313	0x13131313	0x13131313
0x1c04e9b0:	0x13131313	0x13131313	0x13131313	0x13131313
0x1c04e9c0:	0x14141313	0x13141316	0x14141414	0x13141414
0x1c04e9d0:	0x14141415	0x14141515	0x13161414	0x13131314
0x1c04e9e0:	0x14151315	0x15141313	0x15151414	0x15141313
0x1c04e9f0:	0x14141314	0x14151313	0x13141413	0x13131314
0x1c04ea00:	0x16161616	0x16171616	0x16161617	0x16161617
0x1c04ea10:	0x16171616	0x16161617	0x16161616	0x16171617
0x1c04ea20:	0x14161616	0x16161616	0x16151616	0x15161516
0x1c04ea30:	0x16161516	0x16161516	0x16151616	0x16151415
0x1c04ea40:	0x17171717	0x17171717	0x17171717	0x17171717
0x1c04ea50:	0x17171717	0x16171717	0x17171617	0x17171717
0x1c04ea60:	0x17171717	0x17171717	0x16171617	0x16161617
0x1c04ea70:	0x17171617	0x16171717	0x17171617	0x16171617
0x1c04ea80:	0x18181718	0x17171717	0x18181717	0x17171718
0x1c04ea90:	0x17181717	0x17171717	0x17171717	0x17181717
0x1c04eaa0:	0x17171717	0x17181718	0x17171717	0x17171717
0x1c04eab0:	0x17171817	0x17171717	0x17171717	0x17171617
0x1c04eac0:	0x18181818	0x18181818	0x18181818	0x18181818
0x1c04ead0:	0x18181818	0x18181818	0x17181818	0x18181718
0x1c04eae0:	0x18181718	0x17171718	0x17181718	0x17171818
0x1c04eaf0:	0x17171817	0x18181817	0x17181718	0x18171718
0x1c04eb00:	0x19191819	0x18191919	0x18191919	0x19191919
0x1c04eb10:	0x19181819	0x18191819	0x18181818	0x18181919
0x1c04eb20:	0x18181819	0x18181818	0x18191818	0x18181818
0x1c04eb30:	0x18191819	0x18181819	0x18181818	0x18191819
