-0.896484375 -2.361328125 -2.3828125 -2.33984375 -2.34375 -2.3828125 -2.369140625 -2.369140625 -2.416015625 -2.525390625 -2.5234375 -2.5390625 -2.544921875 -2.58203125 -2.544921875 -2.513671875 -2.591796875 -2.6171875 -2.66015625 -2.650390625 -2.681640625 -2.65234375 -2.623046875 -2.638671875 -2.646484375 -2.779296875 -2.791015625 -2.78515625 -2.76953125 -2.79296875 -2.75 -2.79296875 -2.841796875 -2.892578125 -2.904296875 -2.806640625 -2.576171875 -2.41796875 -2.232421875 -2.123046875 -2.044921875 -1.98828125 -1.955078125 -1.857421875 -1.74609375 -1.6484375 -1.52734375 -1.126953125 -1.072265625 -1.0625 -1.0390625 -1.025390625 -1.01171875 -0.990234375 -0.970703125 -0.958984375 -0.927734375 -0.890625 -0.84765625 -0.759765625 -0.66796875 -0.5234375 -0.404296875 -0.248046875 -0.142578125 -0.0703125 -0.041015625 -0.013671875 -0.009765625 0.0 0.0078125 0.01171875 0.025390625 0.046875 0.08984375 0.1953125 0.291015625 0.41015625 0.513671875 0.5703125 0.685546875 0.806640625 0.880859375 0.96875 1.076171875 1.173828125 1.337890625 1.373046875 1.583984375 1.779296875 1.97265625 2.236328125 2.458984375 2.53125 2.474609375 2.376953125 2.3671875 2.40234375 2.359375 2.390625 2.345703125 2.359375 2.328125 2.236328125 2.208984375 2.19921875 2.240234375 2.212890625 2.22265625 2.22265625 2.193359375 2.111328125 2.01171875 2.125 2.10546875 2.09375 2.10546875 2.095703125 2.10546875 1.84765625 1.884765625 1.880859375 1.876953125 1.90625 1.841796875 1.884765625 1.83203125
-1.25 -7.08984375 -7.103515625 -7.0859375 -7.076171875 -7.08984375 -7.07421875 -7.08203125 -7.09765625 -7.16796875 -7.16015625 -7.177734375 -7.18359375 -7.189453125 -7.18359375 -7.150390625 -7.1640625 -7.189453125 -7.2109375 -7.19921875 -7.205078125 -7.181640625 -7.0625 -6.91015625 -6.623046875 -6.4296875 -6.107421875 -5.724609375 -5.416015625 -5.16015625 -4.986328125 -4.830078125 -4.65625 -4.50390625 -4.28515625 -4.123046875 -4.041015625 -4.013671875 -4.001953125 -4.0 -3.998046875 -3.982421875 -3.943359375 -3.814453125 -3.541015625 -3.21875 -2.841796875 -1.998046875 -1.90234375 -1.798828125 -1.650390625 -1.486328125 -1.294921875 -1.123046875 -1.05859375 -1.025390625 -1.005859375 -0.984375 -0.9609375 -0.8984375 -0.794921875 -0.595703125 -0.4140625 -0.2421875 -0.166015625 -0.078125 -0.0234375 -0.001953125 0.0078125 0.029296875 0.08203125 0.171875 0.3828125 0.5546875 0.724609375 0.888671875 1.03515625 1.22265625 1.4296875 1.70703125 2.09765625 2.521484375 2.779296875 2.892578125 2.962890625 2.990234375 2.99609375 3.0 3.013671875 3.03125 3.107421875 3.265625 3.486328125 3.62890625 3.828125 3.927734375 4.091796875 4.326171875 4.6640625 5.087890625 5.44140625 5.728515625 5.919921875 5.9921875 6.162109375 6.34765625 6.46484375 6.48828125 6.46484375 6.458984375 6.431640625 6.37109375 6.353515625 6.408203125 6.3828125 6.3984375 6.373046875 6.412109375 6.34375 6.263671875 6.28125 6.28125 6.28125 6.279296875 6.28515625 6.28515625 6.267578125
-2.5 -12.15625 -12.177734375 -12.15234375 -12.150390625 -12.173828125 -12.1640625 -12.15625 -12.15625 -12.22265625 -12.228515625 -12.22265625 -12.224609375 -12.244140625 -12.22265625 -12.12890625 -11.92578125 -11.591796875 -11.091796875 -10.5703125 -10.181640625 -9.939453125 -9.68359375 -9.369140625 -9.025390625 -8.783203125 -8.462890625 -8.181640625 -8.046875 -8.00390625 -7.998046875 -7.9921875 -7.94921875 -7.822265625 -7.587890625 -7.294921875 -7.064453125 -6.767578125 -6.318359375 -5.783203125 -5.33984375 -5.06640625 -4.833984375 -4.541015625 -4.22265625 -4.05078125 -4.0078125 -3.896484375 -3.66015625 -3.322265625 -2.802734375 -2.37109375 -2.083984375 -1.94921875 -1.75 -1.48828125 -1.240234375 -1.087890625 -1.03125 -0.998046875 -0.9453125 -0.818359375 -0.56640625 -0.25 -0.107421875 -0.01953125 0.0 0.02734375 0.140625 0.41015625 0.662109375 0.853515625 1.099609375 1.392578125 1.90234375 2.482421875 2.828125 2.947265625 2.99609375 3.0 3.013671875 3.087890625 3.33203125 3.578125 3.87109375 4.15625 4.54296875 4.8984375 5.55078125 5.884765625 6.087890625 6.3515625 6.697265625 6.875 6.966796875 6.990234375 7.0 7.009765625 7.07421875 7.259765625 7.513671875 7.83203125 8.169921875 8.44921875 8.7734375 9.01171875 9.298828125 9.765625 10.310546875 10.740234375 11.0 11.15234375 11.341796875 11.427734375 11.46484375 11.44140625 11.439453125 11.458984375 11.412109375 11.392578125 11.353515625 11.33203125 11.3671875 11.3515625 11.359375 11.34375 11.34765625
-3.98828125 -16.607421875 -16.587890625 -16.58203125 -16.59765625 -16.591796875 -16.5625 -16.56640625 -16.595703125 -16.646484375 -16.693359375 -16.646484375 -16.478515625 -16.205078125 -15.9765625 -15.666015625 -15.35546875 -15.001953125 -14.626953125 -14.037109375 -13.4453125 -13.150390625 -13.017578125 -12.958984375 -12.814453125 -12.572265625 -12.25 -11.998046875 -11.57421875 -10.8515625 -10.259765625 -9.927734375 -9.642578125 -9.236328125 -8.783203125 -8.39453125 -8.091796875 -8.01171875 -8.0 -7.982421875 -7.876953125 -7.59375 -7.255859375 -6.94140625 -6.400390625 -5.724609375 -5.166015625 -4.072265625 -4.00390625 -4.0 -3.98828125 -3.91015625 -3.546875 -2.94140625 -2.3125 -2.0234375 -1.830078125 -1.537109375 -1.212890625 -1.05078125 -0.998046875 -0.931640625 -0.732421875 -0.23046875 -0.0859375 -0.009765625 0.021484375 0.177734375 0.5546875 0.8515625 1.140625 1.5703125 2.287109375 2.833984375 2.9765625 3.0 3.0234375 3.197265625 3.54296875 3.8046875 4.162109375 4.767578125 5.533203125 5.91796875 6.23828125 6.640625 6.912109375 6.974609375 7.0 7.01171875 7.1015625 7.412109375 7.822265625 8.2578125 8.69921875 8.96484375 9.337890625 9.982421875 10.67578125 10.998046875 11.263671875 11.615234375 11.857421875 11.958984375 11.99609375 12.125 12.4453125 13.078125 13.66015625 13.982421875 14.380859375 14.65625 14.8984375 15.15234375 15.40234375 15.7109375 15.810546875 15.802734375 15.796875 15.755859375 15.748046875 15.755859375 15.7578125 15.76171875 15.74609375 15.765625 15.75390625
-4.31640625 -20.837890625 -20.873046875 -20.8359375 -20.814453125 -20.91015625 -20.8125 -20.84765625 -20.892578125 -20.931640625 -20.53515625 -20.16015625 -20.009765625 -19.951171875 -19.75390625 -19.224609375 -18.48828125 -18.02734375 -17.5703125 -17.1953125 -16.984375 -16.826171875 -16.46875 -16.15234375 -15.89453125 -15.54296875 -15.095703125 -14.62109375 -13.9296875 -13.263671875 -13.044921875 -12.96875 -12.798828125 -12.43359375 -12.076171875 -11.650390625 -10.787109375 -10.126953125 -9.751953125 -9.22265625 -8.751953125 -8.31640625 -8.037109375 -8.0 -7.978515625 -7.806640625 -7.36328125 -5.255859375 -4.8828125 -4.50390625 -4.12890625 -4.013671875 -4.0 -3.96484375 -3.708984375 -2.98046875 -2.29296875 -1.9765625 -1.705078125 -1.265625 -1.04296875 -0.978515625 -0.83203125 -0.240234375 -0.048828125 0.0 0.09765625 0.53515625 0.916015625 1.36328125 2.1484375 2.818359375 2.982421875 3.0 3.09765625 3.513671875 3.921875 4.466796875 5.39453125 5.900390625 6.267578125 6.787109375 6.96484375 7.0 7.03125 7.27734375 7.728515625 8.173828125 8.734375 9.103515625 9.791015625 10.615234375 11.033203125 11.451171875 11.80078125 11.95703125 12.0078125 12.185546875 12.857421875 13.6328125 14.03125 14.498046875 14.86328125 15.087890625 15.431640625 15.794921875 15.98046875 16.162109375 16.54296875 16.935546875 17.513671875 18.091796875 18.630859375 18.931640625 18.998046875 19.099609375 19.37890625 19.912109375 20.197265625 20.134765625 20.109375 20.1328125 20.12109375 20.130859375 20.109375 20.107421875 20.083984375
-5.662109375 -25.56640625 -25.572265625 -25.5078125 -25.5 -25.513671875 -25.48828125 -25.5 -25.375 -25.13671875 -24.84765625 -24.53125 -24.208984375 -23.927734375 -23.515625 -22.96484375 -22.234375 -21.44140625 -20.662109375 -20.18359375 -20.0 -19.919921875 -19.580078125 -18.787109375 -18.087890625 -17.642578125 -17.154296875 -16.953125 -16.71875 -16.2890625 -15.951171875 -15.53125 -15.037109375 -14.412109375 -13.529296875 -13.091796875 -12.974609375 -12.779296875 -12.333984375 -11.90234375 -11.15234375 -10.23828125 -9.814453125 -9.1640625 -8.556640625 -8.109375 -8.001953125 -7.099609375 -6.548828125 -5.76171875 -5.080078125 -4.642578125 -4.173828125 -4.009765625 -4.0 -3.912109375 -3.34375 -2.486328125 -1.99609375 -1.650390625 -1.140625 -1.0078125 -0.896484375 -0.228515625 -0.03125 0.01953125 0.26953125 0.826171875 1.3203125 2.28125 2.904296875 3.0 3.0390625 3.38671875 3.912109375 4.640625 5.677734375 6.16015625 6.71484375 6.962890625 7.0 7.06640625 7.48828125 8.029296875 8.69921875 9.17578125 10.119140625 10.837890625 11.25 11.732421875 11.958984375 12.021484375 12.3984375 13.298828125 13.947265625 14.4140625 14.876953125 15.203125 15.646484375 15.931640625 16.125 16.5625 17.068359375 17.671875 18.4921875 18.90625 18.998046875 19.130859375 19.48828125 20.275390625 21.166015625 21.759765625 22.265625 22.744140625 23.060546875 23.41796875 23.759765625 24.029296875 24.38671875 24.677734375 24.732421875 24.703125 24.70703125 24.701171875 24.744140625 24.748046875 24.72265625
-7.314453125 -30.7734375 -30.7734375 -30.716796875 -30.728515625 -30.720703125 -30.712890625 -30.55078125 -29.787109375 -29.341796875 -28.966796875 -28.6015625 -28.189453125 -27.68359375 -26.712890625 -25.99609375 -25.373046875 -24.99609375 -24.658203125 -24.265625 -23.912109375 -23.447265625 -22.81640625 -21.935546875 -21.015625 -20.326171875 -20.03125 -19.935546875 -19.57421875 -18.548828125 -17.875 -17.337890625 -16.986328125 -16.765625 -16.275390625 -15.876953125 -15.3125 -14.7265625 -13.791015625 -13.107421875 -12.978515625 -12.75 -12.21875 -11.630859375 -10.388671875 -9.869140625 -9.13671875 -7.98828125 -7.755859375 -7.291015625 -6.775390625 -5.85546875 -5.033203125 -4.509765625 -4.0703125 -4.0 -3.958984375 -3.515625 -2.49609375 -1.953125 -1.423828125 -1.041015625 -0.958984375 -0.248046875 -0.01953125 0.048828125 0.57421875 1.1015625 2.150390625 2.908203125 3.0 3.09375 3.666015625 4.279296875 5.49609375 6.138671875 6.802734375 6.984375 7.013671875 7.27734375 7.943359375 8.703125 9.28515625 10.365234375 11.046875 11.625 11.9609375 12.021484375 12.541015625 13.564453125 14.1875 14.7421875 15.162109375 15.64453125 15.96484375 16.224609375 16.765625 17.412109375 18.384765625 18.9140625 19.005859375 19.197265625 19.865234375 20.6640625 21.587890625 22.3359375 22.775390625 23.162109375 23.61328125 23.916015625 24.330078125 24.734375 25.376953125 26.3359375 27.009765625 27.435546875 27.798828125 28.0859375 28.6015625 29.224609375 29.892578125 29.88671875 29.8984375 29.892578125 29.919921875 29.888671875 29.87890625
-7.990234375 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -31.99609375 -31.97265625 -31.904296875 -31.6171875 -31.068359375 -30.318359375 -29.416015625 -28.947265625 -28.583984375 -28.11328125 -27.474609375 -26.4609375 -25.740234375 -25.15234375 -24.7890625 -24.326171875 -23.93359375 -23.38671875 -22.681640625 -21.67578125 -20.654296875 -20.10546875 -19.9609375 -19.666015625 -18.634765625 -17.822265625 -17.224609375 -16.923828125 -16.53515625 -16.037109375 -15.474609375 -14.830078125 -13.818359375 -13.080078125 -12.951171875 -12.517578125 -11.943359375 -10.857421875 -8.17578125 -8.001953125 -7.986328125 -7.689453125 -7.103515625 -6.35546875 -5.2578125 -4.673828125 -4.087890625 -4.0 -3.962890625 -3.302734375 -2.18359375 -1.732421875 -1.09765625 -0.984375 -0.240234375 -0.0078125 0.125 0.79296875 1.53515625 2.80859375 3.0 3.09375 3.7109375 4.46484375 5.802734375 6.388671875 6.951171875 7.0 7.216796875 7.958984375 8.716796875 9.44921875 10.75 11.31640625 11.859375 12.0078125 12.45703125 13.650390625 14.259765625 14.8671875 15.326171875 15.849609375 16.1171875 16.673828125 17.330078125 18.4921875 18.943359375 19.03125 19.3984375 20.3046875 21.470703125 22.208984375 22.775390625 23.21484375 23.646484375 24.03515625 24.509765625 25.138671875 26.1796875 26.95703125 27.42578125 27.83984375 28.140625 28.638671875 29.658203125 30.3359375 30.767578125 30.97265625 30.998046875 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0
-8.3046875 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -31.994140625 -31.962890625 -31.826171875 -31.404296875 -30.662109375 -29.6484375 -29.0703125 -28.646484375 -28.1328125 -27.40625 -26.359375 -25.53125 -25.0 -24.544921875 -24.033203125 -23.46484375 -22.705078125 -21.58984375 -20.568359375 -20.033203125 -19.890625 -19.146484375 -18.048828125 -17.3359375 -16.951171875 -16.54296875 -16.03125 -15.353515625 -14.501953125 -13.283203125 -12.9921875 -12.66015625 -9.58203125 -8.7265625 -8.107421875 -8.0 -7.923828125 -7.361328125 -6.673828125 -5.453125 -4.744140625 -4.09765625 -4.0 -3.900390625 -2.802734375 -1.958984375 -1.28125 -1.001953125 -0.236328125 -0.005859375 0.267578125 1.015625 2.2578125 2.986328125 3.04296875 3.677734375 4.4921875 5.888671875 6.609375 6.982421875 7.044921875 7.66015625 8.59765625 9.390625 10.71484375 11.38671875 11.9453125 12.0703125 13.025390625 14.072265625 14.78125 15.322265625 15.818359375 16.16796875 16.859375 17.822265625 18.796875 18.99609375 19.287109375 20.201171875 21.4140625 22.31640625 22.884765625 23.3671875 23.900390625 24.306640625 24.990234375 26.052734375 26.892578125 27.505859375 27.908203125 28.34375 29.21875 30.12890625 30.685546875 30.966796875 30.99609375 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0
-9.646484375 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -32.0 -31.99609375 -31.978515625 -31.9140625 -31.49609375 -30.806640625 -29.751953125 -29.0859375 -28.62109375 -28.05078125 -27.134765625 -25.943359375 -25.203125 -24.775390625 -24.22265625 -23.6953125 -22.865234375 -21.6640625 -20.4453125 -20.0078125 -19.796875 -18.626953125 -17.75390625 -17.091796875 -16.759765625 -16.1015625 -15.40234375 -14.501953125 -13.244140625 -11.068359375 -9.96484375 -9.21484375 -8.388671875 -8.00390625 -7.97265625 -7.4296875 -6.73046875 -5.39453125 -4.658203125 -4.04296875 -3.99609375 -3.53125 -2.1640625 -1.513671875 -1.021484375 -0.240234375 0.0 0.47265625 1.25390625 2.78515625 3.0 3.43359375 4.265625 5.779296875 6.56640625 6.98828125 7.076171875 7.919921875 8.892578125 10.11328125 11.140625 11.845703125 12.025390625 13.01171875 14.109375 14.845703125 15.46484375 15.96484375 16.5078125 17.236328125 18.529296875 18.98828125 19.21484375 20.060546875 21.548828125 22.400390625 22.986328125 23.54296875 24.01171875 24.66015625 25.609375 26.71875 27.419921875 27.890625 28.4140625 29.265625 30.271484375 30.81640625 30.978515625 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0 31.0
